Fecha_Hora,pm2.5
29/01/2024 12:00,30.5869
29/01/2024 13:00,32.1238
29/01/2024 14:00,18.6278
29/01/2024 15:00,21.1622
29/01/2024 16:00,17.4352
29/01/2024 17:00,24.9132
29/01/2024 18:00,11.1245
29/01/2024 19:00,17.21
29/01/2024 20:00,21.9952
29/01/2024 21:00,25.5715
29/01/2024 22:00,25.48
29/01/2024 23:00,26.6455
30/01/2024 0:00,29.0189
30/01/2024 1:00,21.7287
30/01/2024 2:00,26.5194
30/01/2024 3:00,22.87
30/01/2024 4:00,20.4162
30/01/2024 5:00,28.79
30/01/2024 6:00,29.9694
30/01/2024 7:00,27.5751
30/01/2024 8:00,37.179
30/01/2024 9:00,39.6068
30/01/2024 10:00,42.2828
30/01/2024 11:00,9519.71
30/01/2024 12:00,263.102
30/01/2024 13:00,15.9519
30/01/2024 14:00,27.1034
30/01/2024 15:00,18.6135
30/01/2024 16:00,17.3526
30/01/2024 17:00,7.41587
30/01/2024 18:00,13.5534
30/01/2024 19:00,14.6887
30/01/2024 20:00,17.0543
30/01/2024 21:00,21.8623
30/01/2024 22:00,22.9855
30/01/2024 23:00,22.9198
31/01/2024 0:00,16.8717
31/01/2024 1:00,21.668
31/01/2024 2:00,24.1066
31/01/2024 3:00,24.0965
31/01/2024 4:00,28.9112
31/01/2024 5:00,30.0951
31/01/2024 6:00,22.8408
31/01/2024 7:00,24.0191
31/01/2024 8:00,28.847
31/01/2024 9:00,33.7957
31/01/2024 10:00,37.5238
31/01/2024 11:00,37.7251
31/01/2024 12:00,30.5979
31/01/2024 13:00,32.1362
31/01/2024 14:00,21.0648
31/01/2024 16:00,24.8658
31/01/2024 17:00,17.3562
31/01/2024 18:00,7.394
31/01/2024 19:00,14.7008
31/01/2024 20:00,20.7547
31/01/2024 21:00,26.7216
31/01/2024 22:00,27.8144
31/01/2024 23:00,20.5173
